ma_don,ngay_dat,kenh,tinh,don_vi_van_chuyen,sku,ten_san_pham,danh_muc,gia_ban,so_luong,doanh_thu,giam_gia_shop,trang_thai,phi_hoa_hong,phi_thanh_toan,phi_voucher_freeship,phi_dich_vu,thue_khau_tru,gia_von,chi_phi_hoan
SP260006021,2026-03-31 18:02:46,Shopee,Cần Thơ,GHN,LAN-007,Áo mẫu 007,Áo,239000,2,478000,0.0,Hoàn thành,76480.0,28680.0,43020.0,4780.0,7170.0,241400.0,0.0
SP260006022,2026-03-31 18:05:38,Shopee,Khánh Hoà,J&T Express,LAN-139,Set đồ mẫu 139,Set đồ,139000,1,139000,12000.0,Hoàn thành,20320.0,7620.0,11430.0,1270.0,1905.0,65600.0,0.0
TT260006023,2026-03-31 18:39:07,TikTok Shop,Hải Phòng,Best Express,LAN-094,Quần mẫu 094,Quần,299000,2,598000,46000.0,Hoàn thành,88320.0,33120.0,49680.0,5520.0,8280.0,286400.0,0.0
SP260006024,2026-03-31 18:46:58,Shopee,TP.HCM,J&T Express,LAN-036,Áo mẫu 036,Áo,279000,2,558000,140000.0,Hoàn thành,66880.0,25080.0,37620.0,4180.0,6270.0,290200.0,0.0
SP260006025,2026-03-31 19:05:02,Shopee,Hà Nội,J&T Express,LAN-138,Set đồ mẫu 138,Set đồ,249000,1,249000,0.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TT260006026,2026-03-31 19:27:56,TikTok Shop,Hà Nội,Best Express,LAN-034,Áo mẫu 034,Áo,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
TT260006027,2026-03-31 19:32:04,TikTok Shop,Bình Dương,J&T Express,LAN-116,Chân váy mẫu 116,Chân váy,259000,1,259000,18000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,42720.0
SP260006028,2026-03-31 20:18:24,Shopee,Thanh Hoá,GHN,LAN-113,Chân váy mẫu 113,Chân váy,289000,1,289000,26000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,43270.0
TT260006029,2026-03-31 20:47:13,TikTok Shop,Đà Nẵng,J&T Express,LAN-117,Chân váy mẫu 117,Chân váy,259000,2,518000,28000.0,Hoàn thành,78400.0,29400.0,44100.0,4900.0,7350.0,230000.0,0.0
TT260006030,2026-03-31 20:56:37,TikTok Shop,Hà Nội,GHN,LAN-034,Áo mẫu 034,Áo,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
TT260006031,2026-03-31 21:00:26,TikTok Shop,TP.HCM,GHN,LAN-147,Phụ kiện mẫu 147,Phụ kiện,239000,1,239000,17000.0,Hoàn thành,35520.0,13320.0,19980.0,2220.0,3330.0,115900.0,0.0
TT260006032,2026-03-31 21:15:01,TikTok Shop,Bình Dương,J&T Express,LAN-127,Chân váy mẫu 127,Chân váy,279000,2,558000,140000.0,Hoàn thành,66880.0,25080.0,37620.0,4180.0,6270.0,290200.0,0.0
SP260006033,2026-03-31 21:26:59,Shopee,Khánh Hoà,SPX Express,LAN-040,Áo mẫu 040,Áo,249000,1,249000,0.0,Hoàn thành,39840.0,14940.0,22410.0,2490.0,3735.0,126500.0,0.0
TT260006034,2026-03-31 21:31:28,TikTok Shop,Cần Thơ,J&T Express,LAN-007,Áo mẫu 007,Áo,239000,2,478000,28000.0,Hoàn thành,72000.0,27000.0,40500.0,4500.0,6750.0,241400.0,0.0
SP260006035,2026-03-31 21:47:30,Shopee,Hải Phòng,GHN,LAN-032,Áo mẫu 032,Áo,199000,1,199000,0.0,Hoàn thành,31840.0,11940.0,17910.0,1990.0,2985.0,97700.0,0.0
SP260006036,2026-03-31 22:07:17,Shopee,Hà Nội,J&T Express,LAN-145,Phụ kiện mẫu 145,Phụ kiện,169000,1,169000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,38690.0
SP260006037,2026-03-31 22:26:36,Shopee,Đà Nẵng,J&T Express,LAN-127,Chân váy mẫu 127,Chân váy,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
SP260006038,2026-04-01 07:15:40,Shopee,Cần Thơ,SPX Express,LAN-146,Phụ kiện mẫu 146,Phụ kiện,209000,1,209000,12000.0,Hoàn thành,31520.0,11820.0,17730.0,1970.0,2955.0,99900.0,0.0
TT260006039,2026-04-01 07:30:37,TikTok Shop,Khánh Hoà,J&T Express,LAN-042,Áo mẫu 042,Áo,219000,1,219000,0.0,Hoàn thành,35040.0,13140.0,19710.0,2190.0,3285.0,105600.0,0.0
TT260006040,2026-04-01 07:30:38,TikTok Shop,Cần Thơ,J&T Express,LAN-129,Chân váy mẫu 129,Chân váy,189000,3,567000,0.0,Hoàn thành,90720.0,34020.0,51030.0,5670.0,8505.0,269400.0,0.0
TT260006041,2026-04-01 07:54:55,TikTok Shop,TP.HCM,Best Express,LAN-109,Quần mẫu 109,Quần,189000,2,378000,0.0,Hoàn thành,60480.0,22680.0,34020.0,3780.0,5670.0,169000.0,0.0
SP260006042,2026-04-01 09:08:22,Shopee,Hà Nội,J&T Express,LAN-074,Váy/Đầm mẫu 074,Váy/Đầm,139000,1,139000,0.0,Hoàn thành,22240.0,8340.0,12510.0,1390.0,2085.0,61600.0,0.0
TT260006043,2026-04-01 09:31:41,TikTok Shop,TP.HCM,J&T Express,LAN-143,Phụ kiện mẫu 143,Phụ kiện,189000,3,567000,0.0,Hoàn thành,90720.0,34020.0,51030.0,5670.0,8505.0,281700.0,0.0
TT260006044,2026-04-01 09:36:12,TikTok Shop,Hà Nội,J&T Express,LAN-096,Quần mẫu 096,Quần,289000,2,578000,48000.0,Hoàn thành,84800.0,31800.0,47700.0,5300.0,7950.0,293600.0,0.0
SP260006045,2026-04-01 09:39:07,Shopee,Hà Nội,SPX Express,LAN-140,Set đồ mẫu 140,Set đồ,159000,1,159000,0.0,Hoàn thành,25440.0,9540.0,14310.0,1590.0,2385.0,77800.0,0.0
SP260006046,2026-04-01 09:42:16,Shopee,Đà Nẵng,J&T Express,LAN-004,Áo mẫu 004,Áo,179000,2,358000,22000.0,Hoàn thành,53760.0,20160.0,30240.0,3360.0,5040.0,171400.0,0.0
TT260006047,2026-04-01 09:43:47,TikTok Shop,Hải Phòng,Best Express,LAN-075,Váy/Đầm mẫu 075,Váy/Đầm,229000,1,229000,19000.0,Hoàn thành,33600.0,12600.0,18900.0,2100.0,3150.0,108300.0,0.0
TT260006048,2026-04-01 09:50:00,TikTok Shop,TP.HCM,Best Express,LAN-130,Chân váy mẫu 130,Chân váy,99000,2,198000,0.0,Hoàn thành,31680.0,11880.0,17820.0,1980.0,2970.0,101600.0,0.0
SP260006049,2026-04-01 10:08:12,Shopee,Thanh Hoá,GHN,LAN-025,Áo mẫu 025,Áo,119000,1,119000,0.0,Hoàn thành,19040.0,7140.0,10710.0,1190.0,1785.0,52600.0,0.0
TT260006050,2026-04-01 10:26:30,TikTok Shop,TP.HCM,J&T Express,LAN-031,Áo mẫu 031,Áo,139000,1,139000,0.0,Hoàn thành,22240.0,8340.0,12510.0,1390.0,2085.0,58700.0,0.0
TT260006051,2026-04-01 10:37:23,TikTok Shop,Khánh Hoà,GHN,LAN-127,Chân váy mẫu 127,Chân váy,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
SP260006052,2026-04-01 10:46:29,Shopee,Nghệ An,J&T Express,LAN-070,Váy/Đầm mẫu 070,Váy/Đầm,169000,1,169000,14000.0,Hoàn thành,24800.0,9300.0,13950.0,1550.0,2325.0,86900.0,0.0
SP260006053,2026-04-01 11:30:28,Shopee,Thanh Hoá,SPX Express,LAN-035,Áo mẫu 035,Áo,259000,2,518000,33000.0,Hoàn thành,77600.0,29100.0,43650.0,4850.0,7275.0,251200.0,0.0
TT260006054,2026-04-01 11:35:40,TikTok Shop,Hà Nội,J&T Express,LAN-056,Váy/Đầm mẫu 056,Váy/Đầm,99000,1,99000,8000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,34450.0
SP260006055,2026-04-01 11:37:52,Shopee,Hà Nội,J&T Express,LAN-088,Quần mẫu 088,Quần,129000,1,129000,12000.0,Hoàn thành,18720.0,7020.0,10530.0,1170.0,1755.0,60800.0,0.0
SP260006056,2026-04-01 12:06:25,Shopee,Bình Dương,SPX Express,LAN-097,Quần mẫu 097,Quần,259000,1,259000,0.0,Hoàn thành,41440.0,15540.0,23310.0,2590.0,3885.0,126900.0,0.0
SP260006057,2026-04-01 12:12:22,Shopee,Hà Nội,SPX Express,LAN-130,Chân váy mẫu 130,Chân váy,99000,1,99000,6000.0,Hoàn thành,14880.0,5580.0,8370.0,930.0,1395.0,50800.0,0.0
SP260006058,2026-04-01 12:20:25,Shopee,Hà Nội,SPX Express,LAN-064,Váy/Đầm mẫu 064,Váy/Đầm,279000,1,279000,0.0,Hoàn thành,44640.0,16740.0,25110.0,2790.0,4185.0,134500.0,0.0
SP260006059,2026-04-01 12:49:58,Shopee,TP.HCM,J&T Express,LAN-087,Quần mẫu 087,Quần,249000,2,498000,0.0,Hoàn thành,79680.0,29880.0,44820.0,4980.0,7470.0,213600.0,0.0
TT260006060,2026-04-01 12:52:06,TikTok Shop,Thanh Hoá,J&T Express,LAN-136,Set đồ mẫu 136,Set đồ,209000,1,209000,11000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,40720.0
SP260006061,2026-04-01 13:08:23,Shopee,Khánh Hoà,J&T Express,LAN-074,Váy/Đầm mẫu 074,Váy/Đầm,139000,1,139000,0.0,Hoàn thành,22240.0,8340.0,12510.0,1390.0,2085.0,61600.0,0.0
SP260006062,2026-04-01 13:22:57,Shopee,TP.HCM,SPX Express,LAN-011,Áo mẫu 011,Áo,259000,1,259000,17000.0,Hoàn thành,38720.0,14520.0,21780.0,2420.0,3630.0,123300.0,0.0
SP260006063,2026-04-01 13:41:28,Shopee,Hà Nội,SPX Express,LAN-032,Áo mẫu 032,Áo,199000,2,398000,0.0,Hoàn thành,63680.0,23880.0,35820.0,3980.0,5970.0,195400.0,0.0
SP260006064,2026-04-01 13:49:43,Shopee,Đà Nẵng,J&T Express,LAN-001,Áo mẫu 001,Áo,149000,1,149000,0.0,Hoàn thành,23840.0,8940.0,13410.0,1490.0,2235.0,73000.0,0.0
SP260006065,2026-04-01 14:16:19,Shopee,Nghệ An,GHN,LAN-038,Áo mẫu 038,Áo,229000,2,458000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,53080.0
TT260006066,2026-04-01 14:17:44,TikTok Shop,Cần Thơ,GHN,LAN-122,Chân váy mẫu 122,Chân váy,239000,1,239000,0.0,Hoàn thành,38240.0,14340.0,21510.0,2390.0,3585.0,102100.0,0.0
SP260006067,2026-04-01 14:20:53,Shopee,TP.HCM,GHN,LAN-010,Áo mẫu 010,Áo,229000,1,229000,0.0,Hoàn thành,36640.0,13740.0,20610.0,2290.0,3435.0,113600.0,0.0
SP260006068,2026-04-01 14:22:08,Shopee,TP.HCM,SPX Express,LAN-112,Chân váy mẫu 112,Chân váy,169000,2,338000,0.0,Hoàn thành,54080.0,20280.0,30420.0,3380.0,5070.0,160600.0,0.0
SP260006069,2026-04-01 14:27:46,Shopee,Hà Nội,GHN,LAN-087,Quần mẫu 087,Quần,249000,1,249000,22000.0,Hoàn thành,36320.0,13620.0,20430.0,2270.0,3405.0,106800.0,0.0
SP260006070,2026-04-01 14:27:57,Shopee,Bình Dương,J&T Express,LAN-036,Áo mẫu 036,Áo,279000,2,558000,140000.0,Hoàn thành,66880.0,25080.0,37620.0,4180.0,6270.0,290200.0,0.0
TT260006071,2026-04-01 15:19:04,TikTok Shop,Hà Nội,GHN,LAN-119,Chân váy mẫu 119,Chân váy,239000,1,239000,14000.0,Hoàn thành,36000.0,13500.0,20250.0,2250.0,3375.0,112300.0,0.0
TT260006072,2026-04-01 15:38:21,TikTok Shop,Đồng Nai,GHN,LAN-081,Quần mẫu 081,Quần,199000,1,199000,0.0,Hoàn thành,31840.0,11940.0,17910.0,1990.0,2985.0,95500.0,0.0
TT260006073,2026-04-01 16:39:38,TikTok Shop,Bình Dương,GHN,LAN-134,Set đồ mẫu 134,Set đồ,129000,1,129000,10000.0,Hoàn thành,19040.0,7140.0,10710.0,1190.0,1785.0,57700.0,0.0
SP260006074,2026-04-01 16:56:20,Shopee,Hà Nội,J&T Express,LAN-007,Áo mẫu 007,Áo,239000,1,239000,19000.0,Hoàn thành,35200.0,13200.0,19800.0,2200.0,3300.0,120700.0,0.0
SP260006075,2026-04-01 16:56:29,Shopee,Nghệ An,SPX Express,LAN-065,Váy/Đầm mẫu 065,Váy/Đầm,169000,1,169000,13000.0,Hoàn thành,24960.0,9360.0,14040.0,1560.0,2340.0,74200.0,0.0
SP260006076,2026-04-01 17:01:43,Shopee,TP.HCM,J&T Express,LAN-071,Váy/Đầm mẫu 071,Váy/Đầm,229000,2,458000,0.0,Hoàn thành,73280.0,27480.0,41220.0,4580.0,6870.0,197400.0,0.0
SP260006077,2026-04-01 17:19:26,Shopee,Đà Nẵng,SPX Express,LAN-029,Áo mẫu 029,Áo,159000,1,159000,14000.0,Hoàn thành,23200.0,8700.0,13050.0,1450.0,2175.0,82400.0,0.0
SP260006078,2026-04-01 17:42:49,Shopee,Nghệ An,GHN,LAN-127,Chân váy mẫu 127,Chân váy,279000,2,558000,140000.0,Hoàn thành,66880.0,25080.0,37620.0,4180.0,6270.0,290200.0,0.0
SP260006079,2026-04-01 18:15:07,Shopee,Đà Nẵng,SPX Express,LAN-110,Quần mẫu 110,Quần,139000,2,278000,24000.0,Hoàn thành,40640.0,15240.0,22860.0,2540.0,3810.0,130600.0,0.0
SP260006080,2026-04-01 18:41:48,Shopee,Hà Nội,SPX Express,LAN-120,Chân váy mẫu 120,Chân váy,269000,1,269000,18000.0,Hoàn thành,40160.0,15060.0,22590.0,2510.0,3765.0,125900.0,0.0
SP260006081,2026-04-01 18:45:18,Shopee,Thanh Hoá,GHN,LAN-070,Váy/Đầm mẫu 070,Váy/Đầm,169000,1,169000,0.0,Hoàn thành,27040.0,10140.0,15210.0,1690.0,2535.0,86900.0,0.0
SP260006082,2026-04-01 18:53:13,Shopee,TP.HCM,SPX Express,LAN-115,Chân váy mẫu 115,Chân váy,219000,1,219000,19000.0,Hoàn thành,32000.0,12000.0,18000.0,2000.0,3000.0,99200.0,0.0
SP260006083,2026-04-01 18:53:39,Shopee,Thanh Hoá,SPX Express,LAN-127,Chân váy mẫu 127,Chân váy,279000,1,279000,70000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,44510.0
SP260006084,2026-04-01 19:13:19,Shopee,Hà Nội,J&T Express,LAN-058,Váy/Đầm mẫu 058,Váy/Đầm,99000,1,99000,5000.0,Hoàn thành,15040.0,5640.0,8460.0,940.0,1410.0,43900.0,0.0
SP260006085,2026-04-01 19:16:39,Shopee,Khánh Hoà,SPX Express,LAN-029,Áo mẫu 029,Áo,159000,3,477000,0.0,Hoàn thành,76320.0,28620.0,42930.0,4770.0,7155.0,247200.0,0.0
TT260006086,2026-04-01 19:30:00,TikTok Shop,Hà Nội,J&T Express,LAN-001,Áo mẫu 001,Áo,149000,1,149000,11000.0,Hoàn thành,22080.0,8280.0,12420.0,1380.0,2070.0,73000.0,0.0
SP260006087,2026-04-01 19:30:55,Shopee,Bình Dương,GHN,LAN-007,Áo mẫu 007,Áo,239000,1,239000,0.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP260006088,2026-04-01 19:36:36,Shopee,Hải Phòng,SPX Express,LAN-055,Váy/Đầm mẫu 055,Váy/Đầm,279000,1,279000,26000.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TT260006089,2026-04-01 19:51:07,TikTok Shop,Hà Nội,J&T Express,LAN-099,Quần mẫu 099,Quần,139000,1,139000,0.0,Hoàn thành,22240.0,8340.0,12510.0,1390.0,2085.0,62100.0,0.0
SP260006090,2026-04-01 20:00:47,Shopee,Hà Nội,SPX Express,LAN-056,Váy/Đầm mẫu 056,Váy/Đầm,99000,2,198000,0.0,Hoàn thành,31680.0,11880.0,17820.0,1980.0,2970.0,89000.0,0.0
TT260006091,2026-04-01 20:06:16,TikTok Shop,Hà Nội,GHN,LAN-059,Váy/Đầm mẫu 059,Váy/Đầm,99000,2,198000,0.0,Hoàn thành,31680.0,11880.0,17820.0,1980.0,2970.0,89600.0,0.0
SP260006092,2026-04-01 20:19:23,Shopee,TP.HCM,J&T Express,LAN-119,Chân váy mẫu 119,Chân váy,239000,1,239000,0.0,Hoàn thành,38240.0,14340.0,21510.0,2390.0,3585.0,112300.0,0.0
TT260006093,2026-04-01 20:33:52,TikTok Shop,Thanh Hoá,Best Express,LAN-055,Váy/Đầm mẫu 055,Váy/Đầm,279000,1,279000,21000.0,Hoàn thành,41280.0,15480.0,23220.0,2580.0,3870.0,138400.0,0.0
SP260006094,2026-04-01 20:36:43,Shopee,Đồng Nai,SPX Express,LAN-122,Chân váy mẫu 122,Chân váy,239000,1,239000,0.0,Hoàn thành,38240.0,14340.0,21510.0,2390.0,3585.0,102100.0,0.0
TT260006095,2026-04-01 20:55:37,TikTok Shop,Đà Nẵng,GHN,LAN-090,Quần mẫu 090,Quần,249000,1,249000,24000.0,Hoàn thành,36000.0,13500.0,20250.0,2250.0,3375.0,120500.0,0.0
SP260006096,2026-04-01 22:33:30,Shopee,TP.HCM,SPX Express,LAN-089,Quần mẫu 089,Quần,219000,1,219000,0.0,Hoàn thành,35040.0,13140.0,19710.0,2190.0,3285.0,98800.0,0.0
SP260006097,2026-04-01 22:34:15,Shopee,TP.HCM,SPX Express,LAN-065,Váy/Đầm mẫu 065,Váy/Đầm,169000,1,169000,0.0,Hoàn thành,27040.0,10140.0,15210.0,1690.0,2535.0,74200.0,0.0
TT260006098,2026-04-01 22:36:42,TikTok Shop,Hà Nội,GHN,LAN-011,Áo mẫu 011,Áo,259000,2,518000,29000.0,Hoàn thành,78240.0,29340.0,44010.0,4890.0,7335.0,246600.0,0.0
SP260006099,2026-04-01 22:37:45,Shopee,Hà Nội,J&T Express,LAN-104,Quần mẫu 104,Quần,229000,3,687000,0.0,Hoàn thành,109920.0,41220.0,61830.0,6870.0,10305.0,289800.0,0.0
SP260006100,2026-04-01 22:46:14,Shopee,Khánh Hoà,SPX Express,LAN-020,Áo mẫu 020,Áo,129000,1,129000,0.0,Hoàn thành,20640.0,7740.0,11610.0,1290.0,1935.0,62700.0,0.0
SP260006101,2026-04-02 07:05:12,Shopee,Khánh Hoà,J&T Express,LAN-079,Váy/Đầm mẫu 079,Váy/Đầm,119000,2,238000,0.0,Hoàn thành,38080.0,14280.0,21420.0,2380.0,3570.0,110400.0,0.0
SP260006102,2026-04-02 07:31:17,Shopee,TP.HCM,SPX Express,LAN-019,Áo mẫu 019,Áo,289000,2,578000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,56540.0
SP260006103,2026-04-02 07:49:52,Shopee,Hà Nội,GHN,LAN-127,Chân váy mẫu 127,Chân váy,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
TT260006104,2026-04-02 07:52:05,TikTok Shop,Đà Nẵng,J&T Express,LAN-073,Váy/Đầm mẫu 073,Váy/Đầm,129000,1,129000,0.0,Hoàn thành,20640.0,7740.0,11610.0,1290.0,1935.0,57900.0,0.0
SP260006105,2026-04-02 08:27:05,Shopee,TP.HCM,J&T Express,LAN-048,Váy/Đầm mẫu 048,Váy/Đầm,199000,1,199000,0.0,Hoàn thành,31840.0,11940.0,17910.0,1990.0,2985.0,88000.0,0.0
TT260006106,2026-04-02 08:35:00,TikTok Shop,Hải Phòng,Best Express,LAN-066,Váy/Đầm mẫu 066,Váy/Đầm,209000,3,627000,58000.0,Hoàn thành,91040.0,34140.0,51210.0,5690.0,8535.0,280800.0,0.0
SP260006107,2026-04-02 08:36:17,Shopee,TP.HCM,J&T Express,LAN-025,Áo mẫu 025,Áo,119000,1,119000,0.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP260006108,2026-04-02 09:10:33,Shopee,Hà Nội,SPX Express,LAN-095,Quần mẫu 095,Quần,149000,1,149000,0.0,Hoàn thành,23840.0,8940.0,13410.0,1490.0,2235.0,64400.0,0.0
TT260006109,2026-04-02 09:37:53,TikTok Shop,Khánh Hoà,GHN,LAN-051,Váy/Đầm mẫu 051,Váy/Đầm,119000,1,119000,12000.0,Hoàn thành,17120.0,6420.0,9630.0,1070.0,1605.0,51100.0,0.0
TT260006110,2026-04-02 09:40:04,TikTok Shop,Thanh Hoá,J&T Express,LAN-136,Set đồ mẫu 136,Set đồ,209000,1,209000,13000.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP260006111,2026-04-02 09:45:19,Shopee,TP.HCM,GHN,LAN-038,Áo mẫu 038,Áo,229000,1,229000,13000.0,Hoàn thành,34560.0,12960.0,19440.0,2160.0,3240.0,115400.0,0.0
SP260006112,2026-04-02 09:47:07,Shopee,Hà Nội,GHN,LAN-135,Set đồ mẫu 135,Set đồ,279000,1,279000,0.0,Hoàn thành,44640.0,16740.0,25110.0,2790.0,4185.0,125300.0,0.0
TT260006113,2026-04-02 09:56:11,TikTok Shop,Hà Nội,J&T Express,LAN-029,Áo mẫu 029,Áo,159000,2,318000,0.0,Hoàn thành,50880.0,19080.0,28620.0,3180.0,4770.0,164800.0,0.0
TT260006114,2026-04-02 10:33:30,TikTok Shop,Khánh Hoà,J&T Express,LAN-117,Chân váy mẫu 117,Chân váy,259000,1,259000,0.0,Hoàn thành,41440.0,15540.0,23310.0,2590.0,3885.0,115000.0,0.0
TT260006115,2026-04-02 11:11:30,TikTok Shop,Hà Nội,Best Express,LAN-064,Váy/Đầm mẫu 064,Váy/Đầm,279000,1,279000,27000.0,Hoàn thành,40320.0,15120.0,22680.0,2520.0,3780.0,134500.0,0.0
TT260006116,2026-04-02 11:12:07,TikTok Shop,Bình Dương,J&T Express,LAN-116,Chân váy mẫu 116,Chân váy,259000,1,259000,0.0,Hoàn thành,41440.0,15540.0,23310.0,2590.0,3885.0,127200.0,0.0
TT260006117,2026-04-02 11:35:22,TikTok Shop,TP.HCM,Best Express,LAN-032,Áo mẫu 032,Áo,199000,2,398000,36000.0,Hoàn thành,57920.0,21720.0,32580.0,3620.0,5430.0,195400.0,0.0
SP260006118,2026-04-02 11:50:50,Shopee,TP.HCM,GHN,LAN-049,Váy/Đầm mẫu 049,Váy/Đầm,269000,1,269000,26000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,42800.0
SP260006119,2026-04-02 13:06:42,Shopee,Nghệ An,SPX Express,LAN-102,Quần mẫu 102,Quần,109000,3,327000,28000.0,Hoàn thành,47840.0,17940.0,26910.0,2990.0,4485.0,160500.0,0.0
SP260006120,2026-04-02 13:26:41,Shopee,Hà Nội,SPX Express,LAN-127,Chân váy mẫu 127,Chân váy,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
SP260006121,2026-04-02 14:03:09,Shopee,Bình Dương,GHN,LAN-007,Áo mẫu 007,Áo,239000,1,239000,0.0,Hoàn thành,38240.0,14340.0,21510.0,2390.0,3585.0,120700.0,0.0
SP260006122,2026-04-02 14:03:48,Shopee,TP.HCM,SPX Express,LAN-044,Áo mẫu 044,Áo,249000,1,249000,13000.0,Hoàn thành,37760.0,14160.0,21240.0,2360.0,3540.0,123000.0,0.0
TT260006123,2026-04-02 14:33:58,TikTok Shop,TP.HCM,J&T Express,LAN-054,Váy/Đầm mẫu 054,Váy/Đầm,129000,1,129000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,35620.0
TT260006124,2026-04-02 14:53:41,TikTok Shop,Hà Nội,J&T Express,LAN-101,Quần mẫu 101,Quần,139000,1,139000,0.0,Hoàn thành,22240.0,8340.0,12510.0,1390.0,2085.0,65100.0,0.0
TT260006125,2026-04-02 15:09:02,TikTok Shop,Hà Nội,J&T Express,LAN-050,Váy/Đầm mẫu 050,Váy/Đầm,289000,1,289000,25000.0,Hoàn thành,42240.0,15840.0,23760.0,2640.0,3960.0,135300.0,0.0
SP260006126,2026-04-02 16:22:29,Shopee,Hà Nội,J&T Express,LAN-072,Váy/Đầm mẫu 072,Váy/Đầm,209000,1,209000,0.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,103700.0,0.0
SP260006127,2026-04-02 17:47:34,Shopee,TP.HCM,SPX Express,LAN-106,Quần mẫu 106,Quần,179000,1,179000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,38040.0
TT260006128,2026-04-02 18:00:29,TikTok Shop,TP.HCM,Best Express,LAN-148,Phụ kiện mẫu 148,Phụ kiện,129000,1,129000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,35510.0
TT260006129,2026-04-02 18:06:03,TikTok Shop,Hà Nội,GHN,LAN-008,Áo mẫu 008,Áo,109000,1,109000,0.0,Hoàn thành,17440.0,6540.0,9810.0,1090.0,1635.0,54800.0,0.0
TT260006130,2026-04-02 18:43:36,TikTok Shop,Bình Dương,J&T Express,LAN-138,Set đồ mẫu 138,Set đồ,249000,1,249000,0.0,Hoàn thành,39840.0,14940.0,22410.0,2490.0,3735.0,108100.0,0.0
SP260006131,2026-04-02 18:54:29,Shopee,Nghệ An,J&T Express,LAN-034,Áo mẫu 034,Áo,279000,1,279000,70000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,44510.0
TT260006132,2026-04-02 19:07:34,TikTok Shop,Hà Nội,Best Express,LAN-108,Quần mẫu 108,Quần,249000,2,498000,0.0,Hoàn thành,79680.0,29880.0,44820.0,4980.0,7470.0,228000.0,0.0
SP260006133,2026-04-02 19:12:32,Shopee,Đà Nẵng,GHN,LAN-127,Chân váy mẫu 127,Chân váy,279000,2,558000,140000.0,Hoàn thành,66880.0,25080.0,37620.0,4180.0,6270.0,290200.0,0.0
SP260006134,2026-04-02 19:42:31,Shopee,Cần Thơ,SPX Express,LAN-069,Váy/Đầm mẫu 069,Váy/Đầm,159000,1,159000,0.0,Hoàn thành,25440.0,9540.0,14310.0,1590.0,2385.0,82000.0,0.0
TT260006135,2026-04-02 20:18:17,TikTok Shop,Hải Phòng,GHN,LAN-143,Phụ kiện mẫu 143,Phụ kiện,189000,1,189000,13000.0,Hoàn thành,28160.0,10560.0,15840.0,1760.0,2640.0,93900.0,0.0
TT260006136,2026-04-02 20:21:57,TikTok Shop,Nghệ An,J&T Express,LAN-115,Chân váy mẫu 115,Chân váy,219000,2,438000,0.0,Hoàn thành,70080.0,26280.0,39420.0,4380.0,6570.0,198400.0,0.0
TT260006137,2026-04-02 20:23:55,TikTok Shop,Nghệ An,J&T Express,LAN-016,Áo mẫu 016,Áo,209000,1,209000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,39680.0
TT260006138,2026-04-02 21:04:43,TikTok Shop,TP.HCM,GHN,LAN-037,Áo mẫu 037,Áo,209000,2,418000,21000.0,Hoàn thành,63520.0,23820.0,35730.0,3970.0,5955.0,195600.0,0.0
TT260006139,2026-04-02 21:11:27,TikTok Shop,Hải Phòng,J&T Express,LAN-140,Set đồ mẫu 140,Set đồ,159000,3,477000,0.0,Hoàn thành,76320.0,28620.0,42930.0,4770.0,7155.0,233400.0,0.0
