Mã đơn hàng,Ngày đặt hàng,Trạng Thái Đơn Hàng,SKU phân loại hàng,Tên sản phẩm,Số lượng,Giá gốc,Tổng giá bán (sản phẩm),Mã giảm giá của Shop,Phí cố định,Phí thanh toán,Phí Voucher Xtra & Freeship Xtra,Phí Dịch Vụ,Thuế khấu trừ,Phí vận chuyển trả hàng,Tỉnh/Thành phố,Đơn Vị Vận Chuyển
SP260006287,2026-04-05 08:28:05,Hoàn thành,LAN-118,Chân váy mẫu 118,1,299000,299000,27000.0,43520.0,16320.0,24480.0,2720.0,4080.0,0,Hà Nội,J&T Express
SP260006290,2026-04-05 08:42:34,Hoàn thành,LAN-148,Phụ kiện mẫu 148,1,129000,129000,0.0,20640.0,7740.0,11610.0,1290.0,1935.0,0,Khánh Hoà,GHN
SP260006291,2026-04-05 08:54:15,Hoàn thành,LAN-122,Chân váy mẫu 122,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,0,TP.HCM,SPX Express
SP260006292,2026-04-05 09:02:38,Hoàn thành,LAN-087,Quần mẫu 087,1,249000,249000,0.0,39840.0,14940.0,22410.0,2490.0,3735.0,0,Nghệ An,J&T Express
SP260006294,2026-04-05 09:55:48,Đã trả hàng,LAN-114,Chân váy mẫu 114,2,179000,358000,34000.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,SPX Express
SP260006295,2026-04-05 10:11:34,Hoàn thành,LAN-083,Quần mẫu 083,1,109000,109000,0.0,17440.0,6540.0,9810.0,1090.0,1635.0,0,Bình Dương,J&T Express
SP260006296,2026-04-05 10:21:08,Đã trả hàng,LAN-057,Váy/Đầm mẫu 057,1,239000,239000,13000.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,J&T Express
SP260006297,2026-04-05 10:41:58,Hoàn thành,LAN-001,Áo mẫu 001,1,149000,149000,9000.0,22400.0,8400.0,12600.0,1400.0,2100.0,0,Nghệ An,SPX Express
SP260006303,2026-04-05 11:39:12,Hoàn thành,LAN-036,Áo mẫu 036,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,GHN
SP260006305,2026-04-05 11:44:01,Hoàn thành,LAN-091,Quần mẫu 091,1,169000,169000,0.0,27040.0,10140.0,15210.0,1690.0,2535.0,0,Đồng Nai,SPX Express
SP260006307,2026-04-05 12:14:21,Đã huỷ,LAN-034,Áo mẫu 034,2,279000,558000,140000.0,0.0,0.0,0.0,0.0,0.0,0,TP.HCM,SPX Express
SP260006308,2026-04-05 12:18:18,Hoàn thành,LAN-060,Váy/Đầm mẫu 060,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,TP.HCM,SPX Express
SP260006309,2026-04-05 12:45:50,Hoàn thành,LAN-102,Quần mẫu 102,1,109000,109000,5000.0,16640.0,6240.0,9360.0,1040.0,1560.0,0,Thanh Hoá,GHN
SP260006310,2026-04-05 12:47:13,Đã huỷ,LAN-101,Quần mẫu 101,2,139000,278000,26000.0,0.0,0.0,0.0,0.0,0.0,0,TP.HCM,SPX Express
SP260006315,2026-04-05 13:52:30,Hoàn thành,LAN-028,Áo mẫu 028,1,169000,169000,0.0,27040.0,10140.0,15210.0,1690.0,2535.0,0,Đà Nẵng,SPX Express
SP260006320,2026-04-05 15:46:17,Đã huỷ,LAN-120,Chân váy mẫu 120,1,269000,269000,19000.0,0.0,0.0,0.0,0.0,0.0,0,Đà Nẵng,SPX Express
SP260006322,2026-04-05 16:33:16,Hoàn thành,LAN-081,Quần mẫu 081,1,199000,199000,0.0,31840.0,11940.0,17910.0,1990.0,2985.0,0,Thanh Hoá,J&T Express
SP260006323,2026-04-05 16:39:11,Hoàn thành,LAN-026,Áo mẫu 026,1,229000,229000,0.0,36640.0,13740.0,20610.0,2290.0,3435.0,0,Bình Dương,GHN
SP260006326,2026-04-05 17:18:50,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Cần Thơ,J&T Express
SP260006327,2026-04-05 17:56:49,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,2,239000,478000,38000.0,70400.0,26400.0,39600.0,4400.0,6600.0,0,Hà Nội,SPX Express
SP260006329,2026-04-05 18:09:33,Hoàn thành,LAN-101,Quần mẫu 101,3,139000,417000,0.0,66720.0,25020.0,37530.0,4170.0,6255.0,0,TP.HCM,J&T Express
SP260006334,2026-04-05 18:48:31,Hoàn thành,LAN-027,Áo mẫu 027,1,199000,199000,0.0,31840.0,11940.0,17910.0,1990.0,2985.0,0,Bình Dương,SPX Express
SP260006335,2026-04-05 19:25:04,Hoàn thành,LAN-087,Quần mẫu 087,2,249000,498000,0.0,79680.0,29880.0,44820.0,4980.0,7470.0,0,Đồng Nai,J&T Express
SP260006336,2026-04-05 19:36:59,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Hà Nội,SPX Express
SP260006337,2026-04-05 19:42:05,Hoàn thành,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,TP.HCM,GHN
SP260006338,2026-04-05 19:45:32,Đã trả hàng,LAN-011,Áo mẫu 011,1,259000,259000,0.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,J&T Express
SP260006339,2026-04-05 19:50:08,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,TP.HCM,GHN
SP260006341,2026-04-05 20:18:56,Hoàn thành,LAN-123,Chân váy mẫu 123,1,119000,119000,9000.0,17600.0,6600.0,9900.0,1100.0,1650.0,0,Bình Dương,GHN
SP260006343,2026-04-05 20:27:05,Hoàn thành,LAN-090,Quần mẫu 090,2,249000,498000,33000.0,74400.0,27900.0,41850.0,4650.0,6975.0,0,Cần Thơ,GHN
SP260006344,2026-04-05 20:51:27,Hoàn thành,LAN-065,Váy/Đầm mẫu 065,1,169000,169000,0.0,27040.0,10140.0,15210.0,1690.0,2535.0,0,TP.HCM,J&T Express
SP260006348,2026-04-05 21:18:46,Hoàn thành,LAN-050,Váy/Đầm mẫu 050,3,289000,867000,57000.0,129600.0,48600.0,72900.0,8100.0,12150.0,0,Hà Nội,J&T Express
SP260006349,2026-04-05 21:24:12,Hoàn thành,LAN-036,Áo mẫu 036,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,TP.HCM,GHN
SP260006350,2026-04-05 21:43:18,Hoàn thành,LAN-036,Áo mẫu 036,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,J&T Express
SP260006351,2026-04-05 22:12:02,Hoàn thành,LAN-036,Áo mẫu 036,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,TP.HCM,SPX Express
SP260006353,2026-04-05 22:38:52,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,2,239000,478000,0.0,76480.0,28680.0,43020.0,4780.0,7170.0,0,TP.HCM,SPX Express
SP260006358,2026-04-06 07:21:48,Hoàn thành,LAN-061,Váy/Đầm mẫu 061,1,99000,99000,0.0,15840.0,5940.0,8910.0,990.0,1485.0,0,Khánh Hoà,SPX Express
SP260006359,2026-04-06 07:26:58,Hoàn thành,LAN-020,Áo mẫu 020,1,129000,129000,8000.0,19360.0,7260.0,10890.0,1210.0,1815.0,0,TP.HCM,SPX Express
SP260006360,2026-04-06 07:33:16,Đã huỷ,LAN-058,Váy/Đầm mẫu 058,1,99000,99000,0.0,0.0,0.0,0.0,0.0,0.0,0,Khánh Hoà,SPX Express
SP260006361,2026-04-06 08:10:19,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,TP.HCM,GHN
SP260006362,2026-04-06 08:19:08,Hoàn thành,LAN-089,Quần mẫu 089,1,219000,219000,11000.0,33280.0,12480.0,18720.0,2080.0,3120.0,0,TP.HCM,J&T Express
SP260006363,2026-04-06 08:33:32,Hoàn thành,LAN-007,Áo mẫu 007,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,0,TP.HCM,J&T Express
SP260006365,2026-04-06 08:37:56,Hoàn thành,LAN-116,Chân váy mẫu 116,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Nghệ An,J&T Express
SP260006367,2026-04-06 09:19:42,Hoàn thành,LAN-115,Chân váy mẫu 115,2,219000,438000,26000.0,65920.0,24720.0,37080.0,4120.0,6180.0,0,Khánh Hoà,GHN
SP260006368,2026-04-06 09:23:05,Hoàn thành,LAN-047,Váy/Đầm mẫu 047,1,169000,169000,0.0,27040.0,10140.0,15210.0,1690.0,2535.0,0,Hà Nội,J&T Express
SP260006369,2026-04-06 10:02:50,Đã huỷ,LAN-022,Áo mẫu 022,1,129000,129000,11000.0,0.0,0.0,0.0,0.0,0.0,0,Bình Dương,J&T Express
SP260006371,2026-04-06 11:30:34,Đã trả hàng,LAN-013,Áo mẫu 013,1,189000,189000,11000.0,0.0,0.0,0.0,0.0,0.0,30000,Đà Nẵng,J&T Express
SP260006374,2026-04-06 13:04:24,Hoàn thành,LAN-131,Set đồ mẫu 131,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Hải Phòng,SPX Express
SP260006378,2026-04-06 14:08:42,Đã trả hàng,LAN-011,Áo mẫu 011,1,259000,259000,19000.0,0.0,0.0,0.0,0.0,0.0,30000,Đà Nẵng,SPX Express
SP260006380,2026-04-06 14:16:40,Hoàn thành,LAN-121,Chân váy mẫu 121,1,289000,289000,28000.0,41760.0,15660.0,23490.0,2610.0,3915.0,0,Nghệ An,SPX Express
SP260006382,2026-04-06 15:37:08,Hoàn thành,LAN-027,Áo mẫu 027,1,199000,199000,0.0,31840.0,11940.0,17910.0,1990.0,2985.0,0,TP.HCM,SPX Express
SP260006383,2026-04-06 15:38:12,Hoàn thành,LAN-127,Chân váy mẫu 127,2,279000,558000,140000.0,66880.0,25080.0,37620.0,4180.0,6270.0,0,Hà Nội,SPX Express
SP260006386,2026-04-06 17:10:38,Hoàn thành,LAN-150,Phụ kiện mẫu 150,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Đà Nẵng,J&T Express
SP260006387,2026-04-06 17:12:53,Hoàn thành,LAN-134,Set đồ mẫu 134,1,129000,129000,13000.0,18560.0,6960.0,10440.0,1160.0,1740.0,0,Đà Nẵng,SPX Express
SP260006388,2026-04-06 17:21:22,Hoàn thành,LAN-130,Chân váy mẫu 130,1,99000,99000,0.0,15840.0,5940.0,8910.0,990.0,1485.0,0,Bình Dương,SPX Express
SP260006393,2026-04-06 18:05:14,Đã huỷ,LAN-024,Áo mẫu 024,1,209000,209000,0.0,0.0,0.0,0.0,0.0,0.0,0,TP.HCM,J&T Express
SP260006394,2026-04-06 18:09:36,Đã trả hàng,LAN-086,Quần mẫu 086,1,249000,249000,20000.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,SPX Express
SP260006396,2026-04-06 19:05:00,Hoàn thành,LAN-137,Set đồ mẫu 137,1,99000,99000,0.0,15840.0,5940.0,8910.0,990.0,1485.0,0,Hà Nội,SPX Express
SP260006397,2026-04-06 19:16:55,Hoàn thành,LAN-135,Set đồ mẫu 135,1,279000,279000,22000.0,41120.0,15420.0,23130.0,2570.0,3855.0,0,TP.HCM,SPX Express
SP260006398,2026-04-06 19:22:25,Hoàn thành,LAN-032,Áo mẫu 032,2,199000,398000,35000.0,58080.0,21780.0,32670.0,3630.0,5445.0,0,Đà Nẵng,SPX Express
SP260006399,2026-04-06 19:24:07,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Đồng Nai,J&T Express
SP260006400,2026-04-06 19:36:40,Hoàn thành,LAN-047,Váy/Đầm mẫu 047,1,169000,169000,0.0,27040.0,10140.0,15210.0,1690.0,2535.0,0,Hà Nội,SPX Express
SP260006403,2026-04-06 20:21:21,Đã huỷ,LAN-072,Váy/Đầm mẫu 072,2,209000,418000,0.0,0.0,0.0,0.0,0.0,0.0,0,Đồng Nai,J&T Express
SP260006404,2026-04-06 20:27:21,Đã trả hàng,LAN-149,Phụ kiện mẫu 149,1,169000,169000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,SPX Express
SP260006405,2026-04-06 20:31:23,Đã huỷ,LAN-111,Chân váy mẫu 111,1,209000,209000,0.0,0.0,0.0,0.0,0.0,0.0,0,Thanh Hoá,J&T Express
SP260006406,2026-04-06 20:39:13,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Hà Nội,GHN
SP260006407,2026-04-06 20:41:56,Đã trả hàng,LAN-142,Set đồ mẫu 142,1,109000,109000,10000.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,GHN
SP260006408,2026-04-06 20:55:37,Hoàn thành,LAN-011,Áo mẫu 011,2,259000,518000,0.0,82880.0,31080.0,46620.0,5180.0,7770.0,0,Đà Nẵng,SPX Express
SP260006409,2026-04-06 20:55:43,Hoàn thành,LAN-069,Váy/Đầm mẫu 069,1,159000,159000,0.0,25440.0,9540.0,14310.0,1590.0,2385.0,0,Hà Nội,SPX Express
SP260006410,2026-04-06 21:02:03,Hoàn thành,LAN-048,Váy/Đầm mẫu 048,3,199000,597000,0.0,95520.0,35820.0,53730.0,5970.0,8955.0,0,TP.HCM,SPX Express
SP260006412,2026-04-07 07:08:33,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,J&T Express
SP260006415,2026-04-07 07:40:13,Hoàn thành,LAN-099,Quần mẫu 099,1,139000,139000,0.0,22240.0,8340.0,12510.0,1390.0,2085.0,0,TP.HCM,J&T Express
SP260006416,2026-04-07 08:03:19,Đã trả hàng,LAN-141,Set đồ mẫu 141,2,149000,298000,24000.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,SPX Express
SP260006418,2026-04-07 08:14:41,Hoàn thành,LAN-093,Quần mẫu 093,2,159000,318000,29000.0,46240.0,17340.0,26010.0,2890.0,4335.0,0,TP.HCM,SPX Express
SP260006419,2026-04-07 08:32:52,Hoàn thành,LAN-003,Áo mẫu 003,1,99000,99000,8000.0,14560.0,5460.0,8190.0,910.0,1365.0,0,Khánh Hoà,SPX Express
SP260006420,2026-04-07 08:42:37,Hoàn thành,LAN-020,Áo mẫu 020,1,129000,129000,11000.0,18880.0,7080.0,10620.0,1180.0,1770.0,0,TP.HCM,SPX Express
SP260006423,2026-04-07 09:53:40,Đã trả hàng,LAN-011,Áo mẫu 011,3,259000,777000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Bình Dương,J&T Express
SP260006424,2026-04-07 11:18:44,Hoàn thành,LAN-111,Chân váy mẫu 111,1,209000,209000,11000.0,31680.0,11880.0,17820.0,1980.0,2970.0,0,Hải Phòng,SPX Express
SP260006425,2026-04-07 11:27:59,Đã huỷ,LAN-005,Áo mẫu 005,2,229000,458000,38000.0,0.0,0.0,0.0,0.0,0.0,0,Hà Nội,SPX Express
SP260006427,2026-04-07 12:42:32,Hoàn thành,LAN-036,Áo mẫu 036,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Đồng Nai,GHN
SP260006429,2026-04-07 12:49:10,Đã huỷ,LAN-122,Chân váy mẫu 122,1,239000,239000,19000.0,0.0,0.0,0.0,0.0,0.0,0,Thanh Hoá,SPX Express
SP260006431,2026-04-07 13:22:58,Hoàn thành,LAN-140,Set đồ mẫu 140,2,159000,318000,0.0,50880.0,19080.0,28620.0,3180.0,4770.0,0,TP.HCM,GHN
SP260006432,2026-04-07 13:28:14,Đã trả hàng,LAN-004,Áo mẫu 004,1,179000,179000,15000.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,J&T Express
SP260006433,2026-04-07 13:36:01,Hoàn thành,LAN-100,Quần mẫu 100,1,299000,299000,27000.0,43520.0,16320.0,24480.0,2720.0,4080.0,0,Đồng Nai,SPX Express
SP260006434,2026-04-07 13:38:01,Hoàn thành,LAN-027,Áo mẫu 027,1,199000,199000,18000.0,28960.0,10860.0,16290.0,1810.0,2715.0,0,Hà Nội,SPX Express
SP260006438,2026-04-07 14:20:14,Hoàn thành,LAN-111,Chân váy mẫu 111,1,209000,209000,11000.0,31680.0,11880.0,17820.0,1980.0,2970.0,0,TP.HCM,GHN
SP260006440,2026-04-07 14:45:52,Hoàn thành,LAN-089,Quần mẫu 089,1,219000,219000,0.0,35040.0,13140.0,19710.0,2190.0,3285.0,0,Khánh Hoà,SPX Express
SP260006441,2026-04-07 15:07:40,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Nghệ An,J&T Express
SP260006443,2026-04-07 16:24:11,Hoàn thành,LAN-027,Áo mẫu 027,3,199000,597000,0.0,95520.0,35820.0,53730.0,5970.0,8955.0,0,TP.HCM,SPX Express
SP260006444,2026-04-07 16:29:36,Hoàn thành,LAN-087,Quần mẫu 087,1,249000,249000,0.0,39840.0,14940.0,22410.0,2490.0,3735.0,0,Đà Nẵng,SPX Express
SP260006445,2026-04-07 16:39:48,Đã trả hàng,LAN-014,Áo mẫu 014,1,279000,279000,19000.0,0.0,0.0,0.0,0.0,0.0,30000,Thanh Hoá,SPX Express
SP260006446,2026-04-07 16:48:35,Hoàn thành,LAN-036,Áo mẫu 036,2,279000,558000,140000.0,66880.0,25080.0,37620.0,4180.0,6270.0,0,Hải Phòng,SPX Express
SP260006447,2026-04-07 17:17:18,Hoàn thành,LAN-111,Chân váy mẫu 111,1,209000,209000,0.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Đà Nẵng,J&T Express
SP260006448,2026-04-07 17:22:26,Đã trả hàng,LAN-122,Chân váy mẫu 122,2,239000,478000,31000.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,SPX Express
SP260006449,2026-04-07 18:20:03,Hoàn thành,LAN-116,Chân váy mẫu 116,3,259000,777000,0.0,124320.0,46620.0,69930.0,7770.0,11655.0,0,Hải Phòng,GHN
SP260006453,2026-04-07 19:31:11,Hoàn thành,LAN-063,Váy/Đầm mẫu 063,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Thanh Hoá,SPX Express
SP260006454,2026-04-07 19:40:06,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,TP.HCM,J&T Express
SP260006455,2026-04-07 19:54:43,Hoàn thành,LAN-024,Áo mẫu 024,2,209000,418000,0.0,66880.0,25080.0,37620.0,4180.0,6270.0,0,TP.HCM,SPX Express
SP260006457,2026-04-07 20:03:47,Hoàn thành,LAN-092,Quần mẫu 092,1,109000,109000,0.0,17440.0,6540.0,9810.0,1090.0,1635.0,0,Hà Nội,SPX Express
SP260006458,2026-04-07 20:03:58,Hoàn thành,LAN-052,Váy/Đầm mẫu 052,1,139000,139000,13000.0,20160.0,7560.0,11340.0,1260.0,1890.0,0,Hà Nội,J&T Express
SP260006459,2026-04-07 20:18:31,Đã trả hàng,LAN-118,Chân váy mẫu 118,2,299000,598000,46000.0,0.0,0.0,0.0,0.0,0.0,30000,Đà Nẵng,SPX Express
SP260006460,2026-04-07 20:22:17,Hoàn thành,LAN-068,Váy/Đầm mẫu 068,1,219000,219000,18000.0,32160.0,12060.0,18090.0,2010.0,3015.0,0,Hải Phòng,SPX Express
SP260006463,2026-04-07 21:03:06,Đã trả hàng,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,0.0,0.0,0.0,0.0,0.0,30000,Đồng Nai,J&T Express
SP260006464,2026-04-07 21:35:39,Hoàn thành,LAN-077,Váy/Đầm mẫu 077,1,219000,219000,21000.0,31680.0,11880.0,17820.0,1980.0,2970.0,0,Thanh Hoá,J&T Express
SP260006467,2026-04-07 22:16:01,Hoàn thành,LAN-032,Áo mẫu 032,1,199000,199000,0.0,31840.0,11940.0,17910.0,1990.0,2985.0,0,Hà Nội,SPX Express
SP260006471,2026-04-08 07:01:30,Hoàn thành,LAN-125,Chân váy mẫu 125,1,209000,209000,0.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Bình Dương,SPX Express
SP260006472,2026-04-08 07:06:08,Hoàn thành,LAN-093,Quần mẫu 093,1,159000,159000,0.0,25440.0,9540.0,14310.0,1590.0,2385.0,0,TP.HCM,GHN
SP260006476,2026-04-08 07:45:18,Hoàn thành,LAN-140,Set đồ mẫu 140,1,159000,159000,0.0,25440.0,9540.0,14310.0,1590.0,2385.0,0,Cần Thơ,GHN
SP260006477,2026-04-08 07:49:34,Hoàn thành,LAN-134,Set đồ mẫu 134,1,129000,129000,11000.0,18880.0,7080.0,10620.0,1180.0,1770.0,0,TP.HCM,GHN
SP260006479,2026-04-08 07:59:16,Hoàn thành,LAN-013,Áo mẫu 013,1,189000,189000,0.0,30240.0,11340.0,17010.0,1890.0,2835.0,0,Hà Nội,SPX Express
SP260006480,2026-04-08 08:04:33,Hoàn thành,LAN-007,Áo mẫu 007,2,239000,478000,43000.0,69600.0,26100.0,39150.0,4350.0,6525.0,0,Khánh Hoà,SPX Express
SP260006482,2026-04-08 08:16:49,Hoàn thành,LAN-060,Váy/Đầm mẫu 060,1,259000,259000,22000.0,37920.0,14220.0,21330.0,2370.0,3555.0,0,TP.HCM,SPX Express
SP260006483,2026-04-08 08:21:21,Đã trả hàng,LAN-068,Váy/Đầm mẫu 068,1,219000,219000,18000.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,J&T Express
SP260006485,2026-04-08 09:09:22,Hoàn thành,LAN-079,Váy/Đầm mẫu 079,1,119000,119000,7000.0,17920.0,6720.0,10080.0,1120.0,1680.0,0,Bình Dương,SPX Express
SP260006486,2026-04-08 09:10:55,Hoàn thành,LAN-040,Áo mẫu 040,1,249000,249000,0.0,39840.0,14940.0,22410.0,2490.0,3735.0,0,Nghệ An,GHN
SP260006489,2026-04-08 10:08:19,Hoàn thành,LAN-122,Chân váy mẫu 122,1,239000,239000,0.0,38240.0,14340.0,21510.0,2390.0,3585.0,0,TP.HCM,SPX Express
SP260006490,2026-04-08 10:33:05,Đã trả hàng,LAN-011,Áo mẫu 011,1,259000,259000,15000.0,0.0,0.0,0.0,0.0,0.0,30000,Đồng Nai,J&T Express
SP260006493,2026-04-08 11:14:51,Hoàn thành,LAN-122,Chân váy mẫu 122,1,239000,239000,21000.0,34880.0,13080.0,19620.0,2180.0,3270.0,0,Khánh Hoà,GHN
SP260006498,2026-04-08 12:48:03,Hoàn thành,LAN-130,Chân váy mẫu 130,2,99000,198000,19000.0,28640.0,10740.0,16110.0,1790.0,2685.0,0,Hải Phòng,GHN
SP260006500,2026-04-08 13:30:52,Đã trả hàng,LAN-111,Chân váy mẫu 111,1,209000,209000,15000.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,SPX Express
SP260006501,2026-04-08 14:08:10,Hoàn thành,LAN-139,Set đồ mẫu 139,1,139000,139000,12000.0,20320.0,7620.0,11430.0,1270.0,1905.0,0,Cần Thơ,J&T Express
SP260006502,2026-04-08 14:30:48,Hoàn thành,LAN-044,Áo mẫu 044,2,249000,498000,40000.0,73280.0,27480.0,41220.0,4580.0,6870.0,0,Cần Thơ,SPX Express
SP260006506,2026-04-08 14:53:34,Đã huỷ,LAN-143,Phụ kiện mẫu 143,1,189000,189000,0.0,0.0,0.0,0.0,0.0,0.0,0,Đồng Nai,SPX Express
SP260006507,2026-04-08 15:04:25,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,20000.0,38240.0,14340.0,21510.0,2390.0,3585.0,0,Bình Dương,SPX Express
SP260006509,2026-04-08 16:05:19,Hoàn thành,LAN-025,Áo mẫu 025,1,119000,119000,0.0,19040.0,7140.0,10710.0,1190.0,1785.0,0,Hà Nội,SPX Express
SP260006510,2026-04-08 16:24:20,Hoàn thành,LAN-090,Quần mẫu 090,1,249000,249000,17000.0,37120.0,13920.0,20880.0,2320.0,3480.0,0,TP.HCM,SPX Express
SP260006511,2026-04-08 16:31:25,Hoàn thành,LAN-024,Áo mẫu 024,1,209000,209000,17000.0,30720.0,11520.0,17280.0,1920.0,2880.0,0,Bình Dương,SPX Express
SP260006512,2026-04-08 16:40:24,Hoàn thành,LAN-010,Áo mẫu 010,2,229000,458000,25000.0,69280.0,25980.0,38970.0,4330.0,6495.0,0,Hải Phòng,SPX Express
SP260006514,2026-04-08 17:07:51,Đã huỷ,LAN-040,Áo mẫu 040,1,249000,249000,0.0,0.0,0.0,0.0,0.0,0.0,0,Bình Dương,SPX Express
SP260006516,2026-04-08 17:38:27,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Đà Nẵng,SPX Express
SP260006518,2026-04-08 18:15:52,Hoàn thành,LAN-104,Quần mẫu 104,1,229000,229000,0.0,36640.0,13740.0,20610.0,2290.0,3435.0,0,Đồng Nai,J&T Express
SP260006519,2026-04-08 18:35:07,Đã trả hàng,LAN-065,Váy/Đầm mẫu 065,1,169000,169000,10000.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,J&T Express
SP260006520,2026-04-08 18:48:41,Đã trả hàng,LAN-013,Áo mẫu 013,3,189000,567000,45000.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,GHN
SP260006521,2026-04-08 19:07:26,Hoàn thành,LAN-116,Chân váy mẫu 116,1,259000,259000,0.0,41440.0,15540.0,23310.0,2590.0,3885.0,0,Đà Nẵng,SPX Express
SP260006523,2026-04-08 19:38:04,Hoàn thành,LAN-060,Váy/Đầm mẫu 060,1,259000,259000,14000.0,39200.0,14700.0,22050.0,2450.0,3675.0,0,Hà Nội,SPX Express
SP260006524,2026-04-08 20:07:49,Hoàn thành,LAN-054,Váy/Đầm mẫu 054,1,129000,129000,9000.0,19200.0,7200.0,10800.0,1200.0,1800.0,0,TP.HCM,GHN
SP260006526,2026-04-08 20:49:12,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,18000.0,38560.0,14460.0,21690.0,2410.0,3615.0,0,Hà Nội,J&T Express
SP260006527,2026-04-08 20:59:59,Hoàn thành,LAN-134,Set đồ mẫu 134,1,129000,129000,0.0,20640.0,7740.0,11610.0,1290.0,1935.0,0,Hà Nội,SPX Express
SP260006531,2026-04-08 22:24:41,Hoàn thành,LAN-089,Quần mẫu 089,1,219000,219000,0.0,35040.0,13140.0,19710.0,2190.0,3285.0,0,TP.HCM,J&T Express
SP260006532,2026-04-08 22:25:51,Hoàn thành,LAN-143,Phụ kiện mẫu 143,1,189000,189000,17000.0,27520.0,10320.0,15480.0,1720.0,2580.0,0,Nghệ An,GHN
SP260006533,2026-04-08 22:30:23,Hoàn thành,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,33440.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,GHN
SP260006534,2026-04-08 22:39:51,Hoàn thành,LAN-043,Áo mẫu 043,1,169000,169000,0.0,27040.0,10140.0,15210.0,1690.0,2535.0,0,TP.HCM,GHN
SP260006535,2026-04-09 07:11:16,Hoàn thành,LAN-020,Áo mẫu 020,1,129000,129000,0.0,20640.0,7740.0,11610.0,1290.0,1935.0,0,Cần Thơ,J&T Express
SP260006538,2026-04-09 07:28:02,Đã huỷ,LAN-049,Váy/Đầm mẫu 049,1,269000,269000,0.0,0.0,0.0,0.0,0.0,0.0,0,Đồng Nai,GHN
